ENTIDAD,NOM_ENT,MUN,NOM_MUN,POBTOT
20,Oaxaca,119,San Bartolomé Yucuañe,735
20,Oaxaca,120,San Bartolomé Zoogocho,449
20,Oaxaca,121,San Bartolo Soyaltepec,596
20,Oaxaca,122,San Bartolo Yautepec,653
20,Oaxaca,123,San Bernardo Mixtepec,2829
20,Oaxaca,124,San Blas Atempa,19696
20,Oaxaca,125,San Carlos Yautepec,11662
20,Oaxaca,126,San Cristóbal Amatlán,5396
20,Oaxaca,127,San Cristóbal Amoltepec,1252
20,Oaxaca,128,San Cristóbal Lachirioag,1342
20,Oaxaca,129,San Cristóbal Suchixtlahuaca,356
20,Oaxaca,130,San Dionisio del Mar,5180
20,Oaxaca,131,San Dionisio Ocotepec,11411
20,Oaxaca,132,San Dionisio Ocotlán,1380
20,Oaxaca,133,San Esteban Atatlahuca,3934
20,Oaxaca,134,San Felipe Jalapa de Díaz,28500
20,Oaxaca,135,San Felipe Tejalápam,8231
20,Oaxaca,136,San Felipe Usila,12191
20,Oaxaca,137,San Francisco Cahuacuá,3450
20,Oaxaca,138,San Francisco Cajonos,451
20,Oaxaca,139,San Francisco Chapulapa,2195
20,Oaxaca,140,San Francisco Chindúa,812
20,Oaxaca,141,San Francisco del Mar,8710
20,Oaxaca,142,San Francisco Huehuetlán,842
20,Oaxaca,143,San Francisco Ixhuatán,9461
20,Oaxaca,144,San Francisco Jaltepetongo,1075
20,Oaxaca,145,San Francisco Lachigoló,5215
20,Oaxaca,146,San Francisco Logueche,2803
20,Oaxaca,147,San Francisco Nuxaño,376
20,Oaxaca,148,San Francisco Ozolotepec,2182
20,Oaxaca,149,San Francisco Sola,2019
20,Oaxaca,150,San Francisco Telixtlahuaca,13856
20,Oaxaca,151,San Francisco Teopan,312
20,Oaxaca,152,San Francisco Tlapancingo,2472
20,Oaxaca,153,San Gabriel Mixtepec,4910
20,Oaxaca,154,San Ildefonso Amatlán,2329
20,Oaxaca,155,San Ildefonso Sola,1060
20,Oaxaca,156,San Ildefonso Villa Alta,3677
20,Oaxaca,157,San Jacinto Amilpas,16827
20,Oaxaca,158,San Jacinto Tlacotepec,2233
20,Oaxaca,159,San Jerónimo Coatlán,5537
20,Oaxaca,160,San Jerónimo Silacayoapilla,1429
20,Oaxaca,161,San Jerónimo Sosola,2730
20,Oaxaca,162,San Jerónimo Taviche,2046
20,Oaxaca,163,San Jerónimo Tecóatl,1577
20,Oaxaca,164,San Jorge Nuchita,2881
20,Oaxaca,165,San José Ayuquila,1629
20,Oaxaca,166,San José Chiltepec,11310
20,Oaxaca,167,San José del Peñasco,2149
20,Oaxaca,168,San José Estancia Grande,938
20,Oaxaca,169,San José Independencia,4251
20,Oaxaca,170,San José Lachiguiri,3700
20,Oaxaca,171,San José Tenango,18102
20,Oaxaca,172,San Juan Achiutla,408
20,Oaxaca,173,San Juan Atepec,1457
20,Oaxaca,174,Ánimas Trujano,4564
20,Oaxaca,175,San Juan Bautista Atatlahuca,1424
20,Oaxaca,176,San Juan Bautista Coixtlahuaca,2725
20,Oaxaca,177,San Juan Bautista Cuicatlán,10365
20,Oaxaca,178,San Juan Bautista Guelache,6692
20,Oaxaca,179,San Juan Bautista Jayacatlán,1447
20,Oaxaca,180,San Juan Bautista Lo de Soto,2344
20,Oaxaca,181,San Juan Bautista Suchitepec,453
20,Oaxaca,182,San Juan Bautista Tlacoatzintepec,2181
20,Oaxaca,183,San Juan Bautista Tlachichilco,1475
20,Oaxaca,184,San Juan Bautista Tuxtepec,159452
20,Oaxaca,185,San Juan Cacahuatepec,8939
20,Oaxaca,186,San Juan Cieneguilla,524
20,Oaxaca,187,San Juan Coatzóspam,1808
20,Oaxaca,188,San Juan Colorado,9609
20,Oaxaca,189,San Juan Comaltepec,3116
20,Oaxaca,190,San Juan Cotzocón,22444
20,Oaxaca,191,San Juan Chicomezúchil,296
20,Oaxaca,192,San Juan Chilateca,1522
20,Oaxaca,193,San Juan del Estado,2807
20,Oaxaca,194,San Juan del Río,1372
20,Oaxaca,195,San Juan Diuxi,1056
20,Oaxaca,196,San Juan Evangelista Analco,407
20,Oaxaca,197,San Juan Guelavía,3288
20,Oaxaca,198,San Juan Guichicovi,29802
20,Oaxaca,199,San Juan Ihualtepec,494
20,Oaxaca,200,San Juan Juquila Mixes,3703
20,Oaxaca,201,San Juan Juquila Vijanos,1880
20,Oaxaca,202,San Juan Lachao,4577
20,Oaxaca,203,San Juan Lachigalla,3538
20,Oaxaca,204,San Juan Lajarcia,634
20,Oaxaca,205,San Juan Lalana,16989
20,Oaxaca,206,San Juan de los Cués,2421
20,Oaxaca,207,San Juan Mazatlán,19032
20,Oaxaca,208,San Juan Mixtepec,6941
20,Oaxaca,209,San Juan Mixtepec,607
20,Oaxaca,210,San Juan Ñumí,5773
20,Oaxaca,211,San Juan Ozolotepec,3411
20,Oaxaca,212,San Juan Petlapa,3117
20,Oaxaca,213,San Juan Quiahije,4203
20,Oaxaca,214,San Juan Quiotepec,2033
20,Oaxaca,215,San Juan Sayultepec,879
20,Oaxaca,216,San Juan Tabaá,1241
20,Oaxaca,217,San Juan Tamazola,3325
20,Oaxaca,218,San Juan Teita,544
20,Oaxaca,219,San Juan Teitipac,2668
20,Oaxaca,220,San Juan Tepeuxila,2692
20,Oaxaca,221,San Juan Teposcolula,1494
20,Oaxaca,222,San Juan Yaeé,1426
20,Oaxaca,223,San Juan Yatzona,440
20,Oaxaca,224,San Juan Yucuita,643
20,Oaxaca,225,San Lorenzo,5903
20,Oaxaca,226,San Lorenzo Albarradas,2971
20,Oaxaca,227,San Lorenzo Cacaotepec,18339
20,Oaxaca,228,San Lorenzo Cuaunecuiltitla,833
20,Oaxaca,229,San Lorenzo Texmelúcan,9148
20,Oaxaca,230,San Lorenzo Victoria,932
20,Oaxaca,231,San Lucas Camotlán,3187
20,Oaxaca,232,San Lucas Ojitlán,22185
20,Oaxaca,233,San Lucas Quiaviní,1720
20,Oaxaca,234,San Lucas Zoquiápam,7163
20,Oaxaca,235,San Luis Amatlán,3829
20,Oaxaca,236,San Marcial Ozolotepec,1372
20,Oaxaca,237,San Marcos Arteaga,1568
20,Oaxaca,238,San Martín de los Cansecos,994
20,Oaxaca,239,San Martín Huamelúlpam,1000
20,Oaxaca,240,San Martín Itunyoso,2749
20,Oaxaca,241,San Martín Lachilá,1034
20,Oaxaca,242,San Martín Peras,12436
20,Oaxaca,243,San Martín Tilcajete,1975
20,Oaxaca,244,San Martín Toxpalan,3934
20,Oaxaca,245,San Martín Zacatepec,1324
20,Oaxaca,246,San Mateo Cajonos,611
20,Oaxaca,247,Capulálpam de Méndez,1619
20,Oaxaca,248,San Mateo del Mar,15571
20,Oaxaca,249,San Mateo Yoloxochitlán,3831
20,Oaxaca,250,San Mateo Etlatongo,1239
20,Oaxaca,251,San Mateo Nejápam,1217
20,Oaxaca,252,San Mateo Peñasco,2384
20,Oaxaca,253,San Mateo Piñas,2021
20,Oaxaca,254,San Mateo Río Hondo,3207
20,Oaxaca,255,San Mateo Sindihui,1977
20,Oaxaca,256,San Mateo Tlapiltepec,229
20,Oaxaca,257,San Melchor Betaza,1052
20,Oaxaca,258,San Miguel Achiutla,698
20,Oaxaca,259,San Miguel Ahuehuetitlán,2142
20,Oaxaca,260,San Miguel Aloápam,2191
20,Oaxaca,261,San Miguel Amatitlán,6932
20,Oaxaca,262,San Miguel Amatlán,991
20,Oaxaca,263,San Miguel Coatlán,3184
20,Oaxaca,264,San Miguel Chicahua,2169
20,Oaxaca,265,San Miguel Chimalapa,6711
20,Oaxaca,266,San Miguel del Puerto,8551
20,Oaxaca,267,San Miguel del Río,245
20,Oaxaca,268,San Miguel Ejutla,1149
20,Oaxaca,269,San Miguel el Grande,4313
20,Oaxaca,270,San Miguel Huautla,1311
20,Oaxaca,271,San Miguel Mixtepec,3194
20,Oaxaca,272,San Miguel Panixtlahuaca,6252
20,Oaxaca,273,San Miguel Peras,3818
20,Oaxaca,274,San Miguel Piedras,1328
20,Oaxaca,275,San Miguel Quetzaltepec,7286
20,Oaxaca,276,San Miguel Santa Flor,691
20,Oaxaca,277,Villa Sola de Vega,12350
20,Oaxaca,278,San Miguel Soyaltepec,38682
20,Oaxaca,279,San Miguel Suchixtepec,2932
20,Oaxaca,280,Villa Talea de Castro,2011
20,Oaxaca,281,San Miguel Tecomatlán,305
20,Oaxaca,282,San Miguel Tenango,653
20,Oaxaca,283,San Miguel Tequixtepec,1044
20,Oaxaca,284,San Miguel Tilquiápam,3141
20,Oaxaca,285,San Miguel Tlacamama,3668
20,Oaxaca,286,San Miguel Tlacotepec,3100
20,Oaxaca,287,San Miguel Tulancingo,307
20,Oaxaca,288,San Miguel Yotao,585
20,Oaxaca,289,San Nicolás,1214
20,Oaxaca,290,San Nicolás Hidalgo,1043
20,Oaxaca,291,San Pablo Coatlán,4308
20,Oaxaca,292,San Pablo Cuatro Venados,1510
20,Oaxaca,293,San Pablo Etla,17116
20,Oaxaca,294,San Pablo Huitzo,7035
20,Oaxaca,295,San Pablo Huixtepec,10020
20,Oaxaca,296,San Pablo Macuiltianguis,955
20,Oaxaca,297,San Pablo Tijaltepec,2751
20,Oaxaca,298,San Pablo Villa de Mitla,13587
20,Oaxaca,299,San Pablo Yaganiza,1125
20,Oaxaca,300,San Pedro Amuzgos,6632
20,Oaxaca,301,San Pedro Apóstol,1594
20,Oaxaca,302,San Pedro Atoyac,4559
20,Oaxaca,303,San Pedro Cajonos,1081
20,Oaxaca,304,San Pedro Coxcaltepec Cántaros,716
20,Oaxaca,305,San Pedro Comitancillo,4333
20,Oaxaca,306,San Pedro el Alto,4654
20,Oaxaca,307,San Pedro Huamelula,9735
20,Oaxaca,308,San Pedro Huilotepec,3307
20,Oaxaca,309,San Pedro Ixcatlán,10368
20,Oaxaca,310,San Pedro Ixtlahuaca,14552
20,Oaxaca,311,San Pedro Jaltepetongo,483
20,Oaxaca,312,San Pedro Jicayán,11279
20,Oaxaca,313,San Pedro Jocotipac,730
20,Oaxaca,314,San Pedro Juchatengo,1755
20,Oaxaca,315,San Pedro Mártir,1899
20,Oaxaca,316,San Pedro Mártir Quiechapa,738
20,Oaxaca,317,San Pedro Mártir Yucuxaco,1257
20,Oaxaca,318,San Pedro Mixtepec,49780
20,Oaxaca,319,San Pedro Mixtepec,972
20,Oaxaca,320,San Pedro Molinos,706
20,Oaxaca,321,San Pedro Nopala,751
20,Oaxaca,322,San Pedro Ocopetatillo,786
20,Oaxaca,323,San Pedro Ocotepec,2404
20,Oaxaca,324,San Pedro Pochutla,48204
20,Oaxaca,325,San Pedro Quiatoni,11930
20,Oaxaca,326,San Pedro Sochiápam,5052
20,Oaxaca,327,San Pedro Tapanatepec,15479
20,Oaxaca,328,San Pedro Taviche,1441
20,Oaxaca,329,San Pedro Teozacoalco,1153
20,Oaxaca,330,San Pedro Teutila,4296
20,Oaxaca,331,San Pedro Tidaá,982
20,Oaxaca,332,San Pedro Topiltepec,373
20,Oaxaca,333,San Pedro Totolápam,3294
20,Oaxaca,334,Villa de Tututepec,50541
20,Oaxaca,335,San Pedro Yaneri,867
20,Oaxaca,336,San Pedro Yólox,1697
20,Oaxaca,337,San Pedro y San Pablo Ayutla,5616
20,Oaxaca,338,Villa de Etla,10361
20,Oaxaca,339,San Pedro y San Pablo Teposcolula,4353
20,Oaxaca,340,San Pedro y San Pablo Tequixtepec,1747
20,Oaxaca,341,San Pedro Yucunama,241
20,Oaxaca,342,San Raymundo Jalpan,4105
20,Oaxaca,343,San Sebastián Abasolo,1999
20,Oaxaca,344,San Sebastián Coatlán,2809
20,Oaxaca,345,San Sebastián Ixcapa,4188
20,Oaxaca,346,San Sebastián Nicananduta,1542
20,Oaxaca,347,San Sebastián Río Hondo,4202
20,Oaxaca,348,San Sebastián Tecomaxtlahuaca,8192
20,Oaxaca,349,San Sebastián Teitipac,2189
20,Oaxaca,350,San Sebastián Tutla,16878
20,Oaxaca,351,San Simón Almolongas,2802
20,Oaxaca,352,San Simón Zahuatlán,4940
20,Oaxaca,353,Santa Ana,2406
20,Oaxaca,354,Santa Ana Ateixtlahuaca,477
20,Oaxaca,355,Santa Ana Cuauhtémoc,681
20,Oaxaca,356,Santa Ana del Valle,2179
20,Oaxaca,357,Santa Ana Tavela,848
20,Oaxaca,358,Santa Ana Tlapacoyan,1958
20,Oaxaca,359,Santa Ana Yareni,637
20,Oaxaca,360,Santa Ana Zegache,3981
20,Oaxaca,361,Santa Catalina Quierí,825
20,Oaxaca,362,Santa Catarina Cuixtla,1495
20,Oaxaca,363,Santa Catarina Ixtepeji,2675
20,Oaxaca,364,Santa Catarina Juquila,18654
20,Oaxaca,365,Santa Catarina Lachatao,1059
20,Oaxaca,366,Santa Catarina Loxicha,3676
20,Oaxaca,367,Santa Catarina Mechoacán,4582
20,Oaxaca,368,Santa Catarina Minas,2067
20,Oaxaca,369,Santa Catarina Quiané,2193
20,Oaxaca,370,Santa Catarina Tayata,662
20,Oaxaca,371,Santa Catarina Ticuá,986
20,Oaxaca,372,Santa Catarina Yosonotú,1316
20,Oaxaca,373,Santa Catarina Zapoquila,403
20,Oaxaca,374,Santa Cruz Acatepec,1645
20,Oaxaca,375,Santa Cruz Amilpas,13200
20,Oaxaca,376,Santa Cruz de Bravo,365
20,Oaxaca,377,Santa Cruz Itundujia,10860
20,Oaxaca,378,Santa Cruz Mixtepec,3720
20,Oaxaca,379,Santa Cruz Nundaco,2951
20,Oaxaca,380,Santa Cruz Papalutla,2242
20,Oaxaca,381,Santa Cruz Tacache de Mina,2940
20,Oaxaca,382,Santa Cruz Tacahua,1182
20,Oaxaca,383,Santa Cruz Tayata,595
20,Oaxaca,384,Santa Cruz Xitla,4794
20,Oaxaca,385,Santa Cruz Xoxocotlán,100402
20,Oaxaca,386,Santa Cruz Zenzontepec,19079
20,Oaxaca,387,Santa Gertrudis,2891
20,Oaxaca,388,Santa Inés del Monte,2809
20,Oaxaca,389,Santa Inés Yatzeche,908
20,Oaxaca,390,Santa Lucía del Camino,50362
20,Oaxaca,391,Santa Lucía Miahuatlán,3375
20,Oaxaca,392,Santa Lucía Monteverde,6726
20,Oaxaca,393,Santa Lucía Ocotlán,4173
20,Oaxaca,394,Santa María Alotepec,2796
20,Oaxaca,395,Santa María Apazco,1629
20,Oaxaca,396,Santa María la Asunción,3259
20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,40123
20,Oaxaca,398,Ayoquezco de Aldama,4874
20,Oaxaca,399,Santa María Atzompa,41921
20,Oaxaca,400,Santa María Camotlán,1713
20,Oaxaca,401,Santa María Colotepec,27046
20,Oaxaca,402,Santa María Cortijo,1067
20,Oaxaca,403,Santa María Coyotepec,3751
20,Oaxaca,404,Santa María Chachoápam,761
20,Oaxaca,405,Villa de Chilapa de Díaz,1815
20,Oaxaca,406,Santa María Chilchotla,21469
20,Oaxaca,407,Santa María Chimalapa,9578
20,Oaxaca,408,Santa María del Rosario,499
20,Oaxaca,409,Santa María del Tule,8939
20,Oaxaca,410,Santa María Ecatepec,3418
20,Oaxaca,411,Santa María Guelacé,908
20,Oaxaca,412,Santa María Guienagati,3178
20,Oaxaca,413,Santa María Huatulco,50862
20,Oaxaca,414,Santa María Huazolotitlán,11995
20,Oaxaca,415,Santa María Ipalapa,4878
20,Oaxaca,416,Santa María Ixcatlán,461
20,Oaxaca,417,Santa María Jacatepec,9682
20,Oaxaca,418,Santa María Jalapa del Marqués,11735
20,Oaxaca,419,Santa María Jaltianguis,592
20,Oaxaca,420,Santa María Lachixío,1679
20,Oaxaca,421,Santa María Mixtequilla,4690
20,Oaxaca,422,Santa María Nativitas,603
20,Oaxaca,423,Santa María Nduayaco,453
20,Oaxaca,424,Santa María Ozolotepec,3793
20,Oaxaca,425,Santa María Pápalo,2058
20,Oaxaca,426,Santa María Peñoles,8967
20,Oaxaca,427,Santa María Petapa,16706
20,Oaxaca,428,Santa María Quiegolani,2224
20,Oaxaca,429,Santa María Sola,1516
20,Oaxaca,430,Santa María Tataltepec,317
20,Oaxaca,431,Santa María Tecomavaca,1830
20,Oaxaca,432,Santa María Temaxcalapa,903
20,Oaxaca,433,Santa María Temaxcaltepec,2694
20,Oaxaca,434,Santa María Teopoxco,3985
20,Oaxaca,435,Santa María Tepantlali,3576
20,Oaxaca,436,Santa María Texcatitlán,896
20,Oaxaca,437,Santa María Tlahuitoltepec,9653
20,Oaxaca,438,Santa María Tlalixtac,1839
20,Oaxaca,439,Santa María Tonameca,25347
20,Oaxaca,440,Santa María Totolapilla,812
20,Oaxaca,441,Santa María Xadani,9234
20,Oaxaca,442,Santa María Yalina,250
20,Oaxaca,443,Santa María Yavesía,434
20,Oaxaca,444,Santa María Yolotepec,481
20,Oaxaca,445,Santa María Yosoyúa,1699
20,Oaxaca,446,Santa María Yucuhiti,6008
20,Oaxaca,447,Santa María Zacatepec,17100
20,Oaxaca,448,Santa María Zaniza,2469
20,Oaxaca,449,Santa María Zoquitlán,3294
20,Oaxaca,450,Santiago Amoltepec,13855
20,Oaxaca,451,Santiago Apoala,1019
20,Oaxaca,452,Santiago Apóstol,4421
20,Oaxaca,453,Santiago Astata,3918
20,Oaxaca,454,Santiago Atitlán,3556
20,Oaxaca,455,Santiago Ayuquililla,2904
20,Oaxaca,456,Santiago Cacaloxtepec,1667
20,Oaxaca,457,Santiago Camotlán,3346
20,Oaxaca,458,Santiago Comaltepec,1157
20,Oaxaca,459,Villa de Santiago Chazumba,4877
20,Oaxaca,460,Santiago Choápam,5242
20,Oaxaca,461,Santiago del Río,527
20,Oaxaca,462,Santiago Huajolotitlán,4600
20,Oaxaca,463,Santiago Huauclilla,525
20,Oaxaca,464,Santiago Ihuitlán Plumas,341
20,Oaxaca,465,Santiago Ixcuintepec,1636
20,Oaxaca,466,Santiago Ixtayutla,13880
20,Oaxaca,467,Santiago Jamiltepec,19112
20,Oaxaca,468,Santiago Jocotepec,14198
20,Oaxaca,469,Santiago Juxtlahuaca,34735
20,Oaxaca,470,Santiago Lachiguiri,4394
20,Oaxaca,471,Santiago Lalopa,431
20,Oaxaca,472,Santiago Laollaga,3361
20,Oaxaca,473,Santiago Laxopa,1291
20,Oaxaca,474,Santiago Llano Grande,3440
20,Oaxaca,475,Santiago Matatlán,10175
20,Oaxaca,476,Santiago Miltepec,421
20,Oaxaca,477,Santiago Minas,1327
20,Oaxaca,478,Santiago Nacaltepec,1599
20,Oaxaca,479,Santiago Nejapilla,174
20,Oaxaca,480,Santiago Nundiche,1351
20,Oaxaca,481,Santiago Nuyoó,1898
20,Oaxaca,482,Santiago Pinotepa Nacional,55840
20,Oaxaca,483,Santiago Suchilquitongo,10886
20,Oaxaca,484,Santiago Tamazola,4458
20,Oaxaca,485,Santiago Tapextla,3134
20,Oaxaca,486,Villa Tejúpam de la Unión,2419
20,Oaxaca,487,Santiago Tenango,1966
20,Oaxaca,488,Santiago Tepetlapa,130
20,Oaxaca,489,Santiago Tetepec,4909
20,Oaxaca,490,Santiago Texcalcingo,2974
20,Oaxaca,491,Santiago Textitlán,4930
20,Oaxaca,492,Santiago Tilantongo,2764
20,Oaxaca,493,Santiago Tillo,545
20,Oaxaca,494,Santiago Tlazoyaltepec,6300
20,Oaxaca,495,Santiago Xanica,3029
20,Oaxaca,496,Santiago Xiacuí,1893
20,Oaxaca,497,Santiago Yaitepec,4233
20,Oaxaca,498,Santiago Yaveo,7593
20,Oaxaca,499,Santiago Yolomécatl,1922
20,Oaxaca,500,Santiago Yosondúa,7991
20,Oaxaca,501,Santiago Yucuyachi,998
20,Oaxaca,502,Santiago Zacatepec,5089
20,Oaxaca,503,Santiago Zoochila,425
20,Oaxaca,504,Nuevo Zoquiápam,1590
20,Oaxaca,505,Santo Domingo Ingenio,7681
20,Oaxaca,506,Santo Domingo Albarradas,798
20,Oaxaca,507,Santo Domingo Armenta,3155
20,Oaxaca,508,Santo Domingo Chihuitán,1618
20,Oaxaca,509,Santo Domingo de Morelos,11384
20,Oaxaca,510,Santo Domingo Ixcatlán,760
20,Oaxaca,511,Santo Domingo Nuxaá,3335
20,Oaxaca,512,Santo Domingo Ozolotepec,1101
20,Oaxaca,513,Santo Domingo Petapa,9027
20,Oaxaca,514,Santo Domingo Roayaga,941
20,Oaxaca,515,Santo Domingo Tehuantepec,67739
20,Oaxaca,516,Santo Domingo Teojomulco,5260
20,Oaxaca,517,Santo Domingo Tepuxtepec,6029
20,Oaxaca,518,Santo Domingo Tlatayápam,113
20,Oaxaca,519,Santo Domingo Tomaltepec,3386
20,Oaxaca,520,Santo Domingo Tonalá,7393
20,Oaxaca,521,Santo Domingo Tonaltepec,250
20,Oaxaca,522,Santo Domingo Xagacía,1205
20,Oaxaca,523,Santo Domingo Yanhuitlán,1633
20,Oaxaca,524,Santo Domingo Yodohino,327
20,Oaxaca,525,Santo Domingo Zanatepec,12483
20,Oaxaca,526,Santos Reyes Nopala,16688
20,Oaxaca,527,Santos Reyes Pápalo,2490
20,Oaxaca,528,Santos Reyes Tepejillo,904
20,Oaxaca,529,Santos Reyes Yucuná,1474
20,Oaxaca,530,Santo Tomás Jalieza,3923
20,Oaxaca,531,Santo Tomás Mazaltepec,2612
20,Oaxaca,532,Santo Tomás Ocotepec,4066
20,Oaxaca,533,Santo Tomás Tamazulapan,2726
20,Oaxaca,534,San Vicente Coatlán,3512
20,Oaxaca,535,San Vicente Lachixío,3227
20,Oaxaca,536,San Vicente Nuñú,449
20,Oaxaca,537,Silacayoápam,6710
20,Oaxaca,538,Sitio de Xitlapehua,713
20,Oaxaca,539,Soledad Etla,6348
20,Oaxaca,540,Villa de Tamazulápam del Progreso,8326
20,Oaxaca,541,Tanetze de Zaragoza,1558
20,Oaxaca,542,Taniche,887
20,Oaxaca,543,Tataltepec de Valdés,6386
20,Oaxaca,544,Teococuilco de Marcos Pérez,1032
20,Oaxaca,545,Teotitlán de Flores Magón,10099
20,Oaxaca,546,Teotitlán del Valle,6392
20,Oaxaca,547,Teotongo,1005
20,Oaxaca,548,Tepelmeme Villa de Morelos,1960
20,Oaxaca,549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",11465
20,Oaxaca,550,San Jerónimo Tlacochahuaya,5764
20,Oaxaca,551,Tlacolula de Matamoros,30254
20,Oaxaca,552,Tlacotepec Plumas,410
20,Oaxaca,553,Tlalixtac de Cabrera,12067
20,Oaxaca,554,Totontepec Villa de Morelos,5904
20,Oaxaca,555,Trinidad Zaachila,3419
20,Oaxaca,556,La Trinidad Vista Hermosa,306
20,Oaxaca,557,Unión Hidalgo,14542
20,Oaxaca,558,Valerio Trujano,1376
20,Oaxaca,559,San Juan Bautista Valle Nacional,23067
20,Oaxaca,560,Villa Díaz Ordaz,6467
20,Oaxaca,561,Yaxe,2954
20,Oaxaca,562,Magdalena Yodocono de Porfirio Díaz,1682
20,Oaxaca,563,Yogana,1245
20,Oaxaca,564,Yutanduchi de Guerrero,1195
20,Oaxaca,565,Villa de Zaachila,46464
20,Oaxaca,566,San Mateo Yucutindoo,3144
20,Oaxaca,567,Zapotitlán Lagunas,3382
20,Oaxaca,568,Zapotitlán Palmas,1695
20,Oaxaca,569,Santa Inés de Zaragoza,1454
20,Oaxaca,570,Zimatlán de Álvarez,22093
21,Puebla,1,Acajete,72894
21,Puebla,2,Acateno,9170
21,Puebla,3,Acatlán,37955
21,Puebla,4,Acatzingo,63743
21,Puebla,5,Acteopan,3070
21,Puebla,6,Ahuacatlán,14542
21,Puebla,7,Ahuatlán,3162
21,Puebla,8,Ahuazotepec,11439
21,Puebla,9,Ahuehuetitla,2207
21,Puebla,10,Ajalpan,74768
21,Puebla,11,Albino Zertuche,1885
21,Puebla,12,Aljojuca,6591
21,Puebla,13,Altepexi,22629
21,Puebla,14,Amixtlán,4812
21,Puebla,15,Amozoc,125876
21,Puebla,16,Aquixtla,9021
21,Puebla,17,Atempan,29742
21,Puebla,18,Atexcal,3859
21,Puebla,19,Atlixco,141793
21,Puebla,20,Atoyatempan,7704
21,Puebla,21,Atzala,1512
21,Puebla,22,Atzitzihuacán,12857
21,Puebla,23,Atzitzintla,9051
21,Puebla,24,Axutla,976
21,Puebla,25,Ayotoxco de Guerrero,8208
21,Puebla,26,Calpan,15271
21,Puebla,27,Caltepec,4128
21,Puebla,28,Camocuautla,2758
21,Puebla,29,Caxhuacan,3811
21,Puebla,30,Coatepec,772
21,Puebla,31,Coatzingo,2820
21,Puebla,32,Cohetzala,1382
21,Puebla,33,Cohuecan,5403
21,Puebla,34,Coronango,46836
21,Puebla,35,Coxcatlán,20653
21,Puebla,36,Coyomeapan,14806
21,Puebla,37,Coyotepec,2334
21,Puebla,38,Cuapiaxtla de Madero,10542
21,Puebla,39,Cuautempan,9837
21,Puebla,40,Cuautinchán,12340
21,Puebla,41,Cuautlancingo,137435
21,Puebla,42,Cuayuca de Andrade,3315
21,Puebla,43,Cuetzalan del Progreso,49864
21,Puebla,44,Cuyoaco,17139
21,Puebla,45,Chalchicomula de Sesma,47410
21,Puebla,46,Chapulco,8193
21,Puebla,47,Chiautla,21699
21,Puebla,48,Chiautzingo,22039
21,Puebla,49,Chiconcuautla,17382
21,Puebla,50,Chichiquila,26928
21,Puebla,51,Chietla,37030
21,Puebla,52,Chigmecatitlán,1215
21,Puebla,53,Chignahuapan,66464
21,Puebla,54,Chignautla,35223
21,Puebla,55,Chila,5082
21,Puebla,56,Chila de la Sal,1317
21,Puebla,57,Honey,6687
21,Puebla,58,Chilchotla,21002
21,Puebla,59,Chinantla,2846
21,Puebla,60,Domingo Arenas,7982
21,Puebla,61,Eloxochitlán,14461
21,Puebla,62,Epatlán,4943
21,Puebla,63,Esperanza,14766
21,Puebla,64,Francisco Z. Mena,17824
21,Puebla,65,General Felipe Ángeles,22694
21,Puebla,66,Guadalupe,6451
21,Puebla,67,Guadalupe Victoria,18784
21,Puebla,68,Hermenegildo Galeana,7011
21,Puebla,69,Huaquechula,29233
21,Puebla,70,Huatlatlauca,6111
21,Puebla,71,Huauchinango,103946
21,Puebla,72,Huehuetla,17082
21,Puebla,73,Huehuetlán el Chico,9760
21,Puebla,74,Huejotzingo,90794
21,Puebla,75,Hueyapan,13080
21,Puebla,76,Hueytamalco,27600
21,Puebla,77,Hueytlalpan,5951
21,Puebla,78,Huitzilan de Serdán,15928
21,Puebla,79,Huitziltepec,5782
21,Puebla,80,Atlequizayan,2633
21,Puebla,81,Ixcamilpa de Guerrero,4065
21,Puebla,82,Ixcaquixtla,8804
21,Puebla,83,Ixtacamaxtitlán,25319
21,Puebla,84,Ixtepec,6950
21,Puebla,85,Izúcar de Matamoros,82809
21,Puebla,86,Jalpan,12050
21,Puebla,87,Jolalpan,13308
21,Puebla,88,Jonotla,4457
21,Puebla,89,Jopala,12131
21,Puebla,90,Juan C. Bonilla,23783
21,Puebla,91,Juan Galindo,9828
21,Puebla,92,Juan N. Méndez,5293
21,Puebla,93,Lafragua,7650
21,Puebla,94,Libres,37257
21,Puebla,95,La Magdalena Tlatlauquitepec,650
21,Puebla,96,Mazapiltepec de Juárez,3176
21,Puebla,97,Mixtla,2668
21,Puebla,98,Molcaxac,6668
21,Puebla,99,Cañada Morelos,20659
21,Puebla,100,Naupan,9310
21,Puebla,101,Nauzontla,3317
21,Puebla,102,Nealtican,14075
21,Puebla,103,Nicolás Bravo,6644
21,Puebla,104,Nopalucan,32772
21,Puebla,105,Ocotepec,5077
21,Puebla,106,Ocoyucan,42669
21,Puebla,107,Olintla,11993
21,Puebla,108,Oriental,19903
21,Puebla,109,Pahuatlán,20274
21,Puebla,110,Palmar de Bravo,50226
21,Puebla,111,Pantepec,18528
21,Puebla,112,Petlalcingo,9350
21,Puebla,113,Piaxtla,4627
21,Puebla,114,Puebla,1692181
